ds,yhat,yhat_lower,yhat_upper
2023-02-07,7.836610553339266,3.966163886904176,11.72470725429392
2023-02-08,8.185120309333964,4.2704491750098805,12.469623407042818
2023-02-09,8.31210802054568,4.343369437905514,12.122094456974708
2023-02-10,8.752139707591873,4.50933702548019,12.697967521797024
2023-02-11,8.336523896873551,4.53860511309669,12.409102621568227
2023-02-12,9.050647441311185,4.924571479172238,12.973476868679445
2023-02-13,8.232390723685121,4.325349665302775,11.927265362250902
2023-02-14,7.939925362116861,4.223245621075566,12.15933271713649
2023-02-15,8.317521148336708,4.379101683249912,12.475204224855155
2023-02-16,8.46464585945079,4.305058909358707,12.545202752143531
2023-02-17,8.916178580224356,4.87045745623531,13.03043411153398
2023-02-18,8.504005900781216,4.441856118642751,12.445424976868331
2023-02-19,9.214324579267561,5.467831434140236,13.16248131031062
2023-02-20,8.386017802973724,4.395653996171746,12.235788479041158
2023-02-21,8.078409519676933,4.17587227462058,12.042751636058526
2023-02-22,8.43702502241963,4.598548561865204,12.60006305293689
2023-02-23,8.562642937607604,4.2606149293178985,12.320349436826623
2023-02-24,8.991460772452953,5.001544594230076,12.827337254912557
2023-02-25,8.556644870225158,4.365496734724279,12.407821619801343
2023-02-26,9.245589766269164,5.3196628998486775,13.21044118986348
2023-02-27,8.398255361906587,4.455521515220188,11.999068430877012
2023-02-28,8.074887512952854,4.3836940538841755,12.320914105703023
2023-03-01,8.421750759701334,4.49334513089493,12.37965651444095
2023-03-02,8.540161035882496,4.75118799146119,12.735644645670911
2023-03-03,8.966637070060072,5.242669627385175,12.86538607040503
2023-03-04,8.534445503824378,4.708833583734212,12.6321716923804
2023-03-05,9.230862750267828,4.850887569963979,13.198908482238503
2023-03-06,8.395522155061135,4.493161921524238,12.216108696895773
2023-03-07,8.088151575836662,3.9837346680041827,11.804633645493709
2023-03-08,8.454329804168255,4.330142699169706,12.45084371461725
2023-03-09,8.594546816086842,4.210333072236266,12.506405438471573
2023-03-10,9.044389450349515,5.078405849413347,12.89631487892072
2023-03-11,8.636122436516477,4.317130241653593,12.627892662350437
2023-03-12,9.355988504544573,5.4273258918639105,13.332809992529297
2023-03-13,8.542594441367228,4.64171411395835,12.613318912185886
2023-03-14,8.254686900508696,4.076643007321165,12.09541993586242
2023-03-15,8.636945119839448,4.486501726090307,12.689479085699068
2023-03-16,8.789074335736238,4.977885956276502,12.566457127614362
2023-03-17,9.246020412716478,5.363687425000116,13.50095587941417
2023-03-18,8.839574675977333,4.993609468320086,12.4770536476061
2023-03-19,9.555691919482882,5.835387912277676,13.856421058529314
2023-03-20,8.732887894053853,4.862030795041101,12.561378129670471
2023-03-21,8.430019736495067,4.458680758905622,12.327961978194544
2023-03-22,8.792076370246892,5.009202855420669,12.776877847628102
2023-03-23,8.919262772877063,4.832312719957197,12.833557677065167
2023-03-24,9.347198954687634,5.489603472479173,13.063390602409191
2023-03-25,8.908503173942078,5.106334548925487,12.665696218345856
2023-03-26,9.590083089274714,5.718078515598643,13.554239948871148
2023-03-27,8.731502053056268,4.669521191483383,12.522856990069837
2023-03-28,8.39272504279561,4.516218537790186,12.220060438411956
2023-03-29,8.719872403618748,4.941709941871439,12.92145732684965
2023-03-30,8.814266508281081,5.056579808801096,12.828792732714916
2023-03-31,9.212593420327819,5.313966217714778,13.14322950096997
2023-04-01,8.74845031661895,4.546264052625168,12.77284237193349
2023-04-02,9.409603553821787,5.546391997466629,13.284460114517348
2023-04-03,8.53632567695588,4.559409573129856,12.463973163275886
2023-04-04,8.189116842085827,3.922332512109269,11.99573405980862
2023-04-05,8.514439647770349,4.765513619141603,12.395716076811702
2023-04-06,8.61375312306626,4.751199112565592,12.599691308905438
2023-04-07,9.023668402751195,5.048784160778539,13.067817825313515
2023-04-08,8.57749707228199,4.788312361386111,12.7519464352933
2023-04-09,9.26251707488931,5.263791149781944,13.236218515190938
2023-04-10,8.418324262666196,4.444993323121643,12.106810328925274
2023-04-11,8.1045746311388,4.180346355129436,11.973853820641484
2023-04-12,8.466745595535963,4.628614747677194,12.442664583161939
2023-04-13,8.605201237315576,4.848111348063946,12.642558847575971
2023-04-14,9.05538306988513,5.209506396942246,13.06526125654804
2023-04-15,8.6493961999227,4.614469211016765,12.666969834205753
2023-04-16,9.373314572809218,5.153649329339363,13.44089447116274
2023-04-17,8.565572124474404,4.380730901520113,12.383265272608973
2023-04-18,8.284743599924001,3.8547139741309997,12.116189785652315
2023-04-19,8.675342144008678,4.756805421752467,12.6897905144458
2023-04-20,8.836917396379562,4.7291273928817965,12.695980950473926
2023-04-21,9.304274546781663,5.385074861043345,13.419625468895402
2023-04-22,8.909083267331368,5.039077247616416,12.906437600452232
2023-04-23,9.63719941615982,5.7384014044347404,13.72245720802228
2023-04-24,8.827065732023502,4.922653482266503,12.780630853807805
2023-04-25,8.537494890941401,4.55636436353586,12.681472812551227
2023-04-26,8.913461862669115,4.9817568936958,12.995217674495752
2023-04-27,9.055189369762042,5.214365160369318,12.943393309835304
2023-04-28,9.498347204499106,5.719738896445413,13.539288511089635
2023-04-29,9.075634847463418,5.244943497360113,12.97933295423712
2023-04-30,9.77407101858513,5.815948703876771,13.497839938784223
2023-05-01,8.933357309936415,4.849389308225674,12.756289635956206
2023-05-02,8.613620363316139,4.481904129080198,12.266725001347774
2023-05-03,8.961160755341503,4.658089131861405,12.73359090768982
2023-05-04,9.077493713949725,5.2182977648818465,13.197139616615235
2023-05-05,9.499503799577447,5.295549245891948,13.340782510905086
2023-05-06,9.060984387791633,4.973191762405363,12.9884872033183
2023-05-07,9.749886952480171,5.945741347816318,13.61855567572419
2023-05-08,8.90664859647635,4.875996575611298,12.741499686385167
2023-05-09,8.591903484053784,4.803044784209848,12.7491015843054
2023-05-10,8.952207383291906,4.795267528464517,12.888273954007866
2023-05-11,9.089061310368324,4.959532426354656,13.016042273021924
2023-05-12,9.539057068953761,5.458105966504295,13.432580728076644
2023-05-13,9.13541595606059,5.184019249120142,13.155775552499117
2023-05-14,9.865245822286338,5.929389626848638,14.0292523620936
2023-05-15,9.067884871126092,4.956158014536124,13.115481463360748
2023-05-16,8.80263753643938,4.721836958391078,12.829578329966585
2023-05-17,9.214531084603852,5.443709633169442,13.056025541985997
2023-05-18,9.403378138253277,5.349486774834233,13.184970254485139
2023-05-19,9.903966910180046,5.979473223317653,13.946520876105048
2023-05-20,9.547649226359603,5.707833368478705,13.323029743302106
2023-05-21,10.319650184028546,6.257236269293049,14.131773456663206
2023-05-22,9.557466372104983,5.603962758065065,13.55144053259902
2023-05-23,9.318656461883116,5.38540361701157,13.180653793993518
2023-05-24,9.746651254881964,5.5470216666458825,13.754917862313132
2023-05-25,9.939866838062475,5.866499286701038,13.89343615620729
2023-05-26,10.431941149061467,6.405920678869686,14.357268841016852
2023-05-27,10.053362646683214,6.010681879619519,14.234027810254123
2023-05-28,10.788813692005752,7.0367508433973365,14.929695035423725
2023-05-29,9.97559450665256,6.221252859621637,13.671111319879858
2023-05-30,9.67143066763009,5.524342565883885,13.49202952653067
2023-05-31,10.020290613150225,6.285492659526227,13.991364233699727
2023-06-01,10.121496455957653,5.984363502526548,14.078333963494869
2023-06-02,10.509948320392756,6.645454354859431,14.37671313110492
2023-06-03,10.017731086471489,6.203254452378604,13.898446479700374
2023-06-04,10.631426602881717,6.873911813400845,14.32055231379397
2023-06-05,9.690497952910144,5.912640572788922,13.721245129168317
2023-06-06,9.255049689441721,5.189603601671752,13.160435309125372
2023-06-07,9.471591686165077,5.779809438141259,13.515516581305713
2023-06-08,9.442091258231295,5.668351131856613,13.261435536413737
2023-06-09,9.704135272604216,5.779147162455891,13.796925151264185
2023-06-10,9.09247274124613,5.661256863373007,13.264050330561137
2023-06-11,9.59626263249549,5.465733390731647,13.378453124699163
2023-06-12,8.557395172516118,4.6115334506495875,12.43700189349481
2023-06-13,8.038192212079192,4.100617391824911,11.769597366016766
2023-06-14,8.187115888378159,4.271457826998034,12.159581247604928
2023-06-15,8.107771698184347,4.165036692874597,11.915622399639265
2023-06-16,8.339029005863523,4.696849345137066,12.288788137699893
2023-06-17,7.716530586512798,3.8422454952194194,11.991162637860777
2023-06-18,8.229916820608365,4.55992454059239,12.295711020781225
2023-06-19,7.221133442529755,3.079131004812561,11.242182655511606
2023-06-20,6.752128781072454,2.91451969235137,10.835412161247119
2023-06-21,6.970569807273729,3.209104217450923,10.910540091573296
2023-06-22,6.97886291222914,2.9132350854692475,10.744896334039275
2023-06-23,7.314301971254576,3.644505479422627,11.201811314065532
2023-06-24,6.810614567716284,2.901865872221363,10.729488827594281
2023-06-25,7.455231026335108,3.5963186151731596,11.397827642198857
2023-06-26,6.5876439798490996,2.4255234677497333,10.555537055345152
2023-06-27,6.267163047925424,2.0920983314141113,10.205437677379095
2023-06-28,6.6386924464942805,2.9517314016482477,10.69053124445417
2023-06-29,6.80181584835329,2.7481930000079626,11.007468394190658
2023-06-30,7.291009397376254,3.3361273782413043,11.320766529801924
2023-07-01,6.937252083756771,3.3332411798733244,10.8870126242891
2023-07-02,7.725356499501132,3.8132135685128428,11.402985216294352
2023-07-03,6.992386146428208,3.368958598395079,11.08554183703801
2023-07-04,6.795462446190738,2.8093802738544995,10.459965058109358
2023-07-05,7.2775879964112615,3.3307128477482952,11.273095631389715
2023-07-06,7.536769316399734,3.707406596545026,11.520645970213868
2023-07-07,8.1062591234173,4.209688110896664,12.098281730969934
2023-07-08,7.816186728212133,4.117956115296793,11.415106998477588
2023-07-09,8.650899204167231,4.803089759169998,12.443005508431359
2023-07-10,7.947379400804121,3.869848237056225,11.911309841092143
2023-07-11,7.763044110316994,3.905265548326885,11.740838191466674
2023-07-12,8.241549344489378,4.292452796686753,12.053764506962269
2023-07-13,8.481886617697203,4.421857944805496,12.394246347282653
2023-07-14,9.018591146782086,5.293805512629246,13.101259993510052
2023-07-15,8.683331615992708,4.674758949768879,12.511948387679919
2023-07-16,9.462205379841448,5.620090271574169,13.194897921077501
2023-07-17,8.694106512998662,4.86841944784647,12.791296147833913
2023-07-18,8.43847143734958,4.705303847766583,12.043240055129967
2023-07-19,8.84103054551619,4.655962369977888,12.398192728701815
2023-07-20,9.002851176466764,5.111559472800158,13.013338001774503
2023-07-21,9.460494274316737,5.522286777713246,13.605100343751586
2023-07-22,9.047555713774424,5.353062799615691,13.040291498760864
2023-07-23,9.751917384867367,5.785798289086716,13.587944303675581
2023-07-24,8.914076514481815,4.8254994254678305,12.577457631453798
2023-07-25,8.594858845200728,4.931810703084442,12.482318672075058
2023-07-26,8.941144781193941,5.42939237954911,13.012138783035407
2023-07-27,9.054894332219684,5.134053565301228,13.329315866346843
2023-07-28,9.473293434905349,5.567978444781476,13.299661521962125
2023-07-29,9.030292658967685,4.739851343270049,12.85313738307593
2023-07-30,9.713863189416324,5.705246951268333,13.807012231709612
2023-07-31,8.864338149901394,4.770233450558533,12.833375052980111
2023-08-01,8.542144278875107,4.630960763566941,12.50343864955463
2023-08-02,8.893552289386156,4.974950996305693,13.065263721657562
2023-08-03,9.019730815957965,5.410312488210143,12.880038914304848
2023-08-04,9.456925488454429,5.0842627515315595,13.483315304248467
2023-08-05,9.03803302016445,4.673605756908333,13.065387893990666
2023-08-06,9.749894036934426,6.155135993167585,13.686028441341433
2023-08-07,8.931671540342707,5.135061509369573,12.811054905712286
2023-08-08,8.642618874276751,4.780053935108681,12.260012562717554
2023-08-09,9.027864444059785,5.011811677307602,12.843550720659053
2023-08-10,9.187497108873863,5.219436456639906,12.912785862579486
2023-08-11,9.656772925891591,5.853135873880035,13.526577354483692
2023-08-12,9.267712421287047,5.169689544809574,13.059332611115412
2023-08-13,10.006411569842154,5.612444354370086,13.981198966151554
2023-08-14,9.211433011913414,5.323376239479091,13.23284604898063
2023-08-15,8.941581201251003,5.059848371651438,12.714482441498513
2023-08-16,9.341688746815272,5.483810548021173,13.403765526450792
2023-08-17,9.511698068355612,5.5014863698998235,13.23486816044209
2023-08-18,9.986859417966862,5.652616468145727,14.13404890385289
2023-08-19,9.599314974995352,5.5555226825277915,13.667120382145535
2023-08-20,10.335392865818779,6.074217627656816,14.106979348019127
2023-08-21,9.53397841963132,5.335126329917007,13.343651026443359
2023-08-22,9.254267219861323,5.380050053443803,12.915328796373968
2023-08-23,9.641528133252656,5.341221394661858,13.619397365518171
2023-08-24,9.796161377229977,6.116745090596819,13.729152498661456
2023-08-25,10.253873603397814,6.138759362726956,14.108110243847024
2023-08-26,9.84724059030761,5.865295239395961,14.011954840882868
2023-08-27,10.562982205534249,6.53882187735528,14.612987741052779
2023-08-28,9.740317656246933,5.890980888494143,13.624952846806595
2023-08-29,9.438706170300721,5.243032443448782,13.151369218728867
2023-08-30,9.803601727436458,5.848357323974083,14.104138801594939
2023-08-31,9.935507178222375,5.774435612486251,13.818456321375816
2023-09-01,10.3701498400028,6.729433160004474,14.404535900102573
2023-09-02,9.940049098869618,5.810503833029377,13.681423389961893
2023-09-03,10.631800447112163,6.719088892454233,14.388021892172487
2023-09-04,9.78444358425192,5.89157631992767,13.712839514949154
2023-09-05,9.45721918243826,5.549724527212596,13.159636137354637
2023-09-06,9.79534227111468,5.842036102328707,13.6812149054164
2023-09-07,9.899076805764997,5.903710955578768,13.772300507371568
2023-09-08,10.303932660945568,6.265973547315614,14.160499243549847
2023-09-09,9.842254679207167,5.662763561872043,13.56734408346234
2023-09-10,10.500527292093633,6.423669781046723,14.451565202239529
2023-09-11,9.617761442578953,5.6779440028169414,13.618152155959912
2023-09-12,9.253267562669885,5.351371430528843,13.078998189986688
2023-09-13,9.552441788488405,5.251652012013907,13.318451599534217
2023-09-14,9.615849315862885,5.724446500150789,13.858732271655915
2023-09-15,9.97942560602113,6.038567663934251,13.906312098082866
2023-09-16,9.476064696557607,5.477621647505962,13.314614726413417
2023-09-17,10.092917926108282,6.303094375398662,13.714190155996667
2023-09-18,9.169769775913132,4.817920614455905,12.790702500741741
2023-09-19,8.766794739920297,4.760583539007193,12.850851494797494
2023-09-20,9.030322747837516,5.108088886016695,12.908436007095554
2023-09-21,9.061897562368939,5.034537634640671,13.104398450532978
2023-09-22,9.3984495416528,5.425087545356394,13.336251793463159
2023-09-23,8.87385284685275,5.0831162146784665,12.724837216597544
2023-09-24,9.476191349091087,5.294708637936723,13.451229743192785
2023-09-25,8.546100974861165,4.792983248144885,12.427668363833417
2023-09-26,8.144493498091828,4.229042076487247,12.031021300022118
2023-09-27,8.41829042481169,4.421736038438077,12.281387992843214
2023-09-28,8.469452500614219,4.458933435228919,12.376328779344343
2023-09-29,8.835127298484295,4.850843066391662,12.832166153498497
2023-09-30,8.3491859445,4.262876799077983,12.27329474376603
2023-10-01,8.9994741016027,5.149029020896684,13.182764513568737
2023-10-02,8.126145667745886,4.339511934164584,12.226544412791995
2023-10-03,7.78938474053445,3.89210526362099,11.828644386270398
2023-10-04,8.135144842528593,3.966499787972252,12.09388223608537
2023-10-05,8.264191076313775,4.1960004868232845,11.961467685060072
2023-10-06,8.712267579462946,5.060719187729737,12.758509268014569
2023-10-07,8.311661031809118,4.466494154246576,12.122855044398895
2023-10-08,9.04848480441813,5.24918034443599,12.985849674596581
2023-10-09,8.261051466792713,4.481595032359353,12.295289246854233
2023-10-10,8.0076382734164,3.889457273881971,11.993023894848433
2023-10-11,8.432273520477116,4.573216826927174,12.322583985557923
2023-10-12,8.63382820002789,4.911860601436881,12.787003367728316
2023-10-13,9.146233972857425,5.110178229506273,13.288355464702354
2023-10-14,8.800096794659938,5.041131605571798,12.648766607613327
2023-10-15,9.580029339225838,5.850179580655165,13.688510548450758
2023-10-16,8.823068504486795,4.89310166577871,12.578901350027873
2023-10-17,8.586481246683245,4.786901012319336,12.65754526110287
2023-10-18,9.013585359320958,5.1825555058190895,13.063055619879009
2023-10-19,9.202868486443247,5.513020726908459,13.071736243114763
2023-10-20,9.688225429046124,5.515995593386954,13.358209853603428
2023-10-21,9.300582325349422,5.491013979463517,13.209294305585962
2023-10-22,10.02523032329124,6.178139411555906,14.049416079257776
2023-10-23,9.200234764931055,5.107334204813881,13.237438763504258
2023-10-24,8.884223123432754,5.122832023407851,12.944587931749401
2023-10-25,9.222178578168382,5.240056289780428,12.965587703641642
2023-10-26,9.31452305506097,5.688646965047673,13.154800490226927
2023-10-27,9.697310587906614,5.729008442803773,13.596284995006814
2023-10-28,9.20380061749219,5.204475137212561,13.185106695588107
2023-10-29,9.821735103241789,5.9715380342369935,14.137796396630712
2023-10-30,8.891686901498069,4.8781966432528,12.991159628623128
2023-10-31,8.4747842363714,4.704058077471651,12.301031393070758
2023-11-01,8.718439836055321,4.834973819520177,12.49154858357089
2023-11-02,8.725370307326765,4.575179018558099,12.775763396651445
2023-11-03,9.033728358968197,4.974813123712502,13.052382741957903
2023-11-04,8.47861920589383,4.493219469460041,12.306824967971584
2023-11-05,9.049326654905064,5.382910053178303,12.908806540146902
2023-11-06,8.08761781598092,4.2762685389809265,11.943599223679081
2023-11-07,7.655432574952498,3.416058341498251,11.546183172768245
2023-11-08,7.900587490654702,3.9673288964445446,11.95753845103981
2023-11-09,7.925780526252906,3.7917659444010217,12.072136123094987
2023-11-10,8.268719781929494,4.308009795597697,12.162379302391964
2023-11-11,7.763647817400842,3.6754849301590014,11.499319505260853
2023-11-12,8.39858701057857,4.579956897666895,12.238422902930488
2023-11-13,7.513674527920745,3.4836282269163226,11.256427156502584
2023-11-14,7.168892366220737,3.354850990057322,11.241653782998332
2023-11-15,7.509821159992342,3.6474205801986996,11.693942633224067
2023-11-16,7.636702925555002,3.6652774492866302,11.380153985168647
2023-11-17,8.08463443192015,3.751143405623087,11.978918398741676
2023-11-18,7.685161109345428,3.6865204796307944,11.684113808101651
2023-11-19,8.423595107845143,4.31989273431335,12.406220810456144
2023-11-20,7.637424139805173,3.91334565905329,11.746989816030682
2023-11-21,7.384114569932492,3.4909013236684974,11.599593786348
2023-11-22,7.806935449727234,3.7103639621767197,11.803345710908014
2023-11-23,8.004086725052774,4.000873872660128,11.964001110126555
2023-11-24,8.508951473051573,4.538744440699163,12.338264845779166
2023-11-25,8.15174040545617,4.387151239747068,11.958489026932817
2023-11-26,8.916850784555693,4.886365198125712,13.005227510897278
2023-11-27,8.141305169891055,4.343971521085819,12.164504420541718
2023-11-28,7.882572528475455,4.277370118370672,11.782192398384538
2023-11-29,8.284397789132385,4.309619008640825,12.071498835899193
2023-11-30,8.445922786299366,4.33158296584845,12.234155445039674
2023-12-01,8.901918510381268,4.749803578132897,12.991160856577748
2023-12-02,8.484397307862125,4.444894248834808,12.735505893142754
2023-12-03,9.179927920496654,5.353493747130695,13.344557749150153
2023-12-04,8.328019844164832,4.581511754345798,11.979197087032642
2023-12-05,7.9888808955675366,4.029964863314449,11.783606591219716
2023-12-06,8.309175680808636,4.443755306441932,12.568147509498298
2023-12-07,8.391069740927133,4.7184652997529986,12.183487279517355
2023-12-08,8.772381289055538,4.563266968518495,12.449814195978997
2023-12-09,8.288111294866868,4.206049102720608,12.201910511879664
2023-12-10,8.927676976561788,4.930894979593902,12.772032578123774
2023-12-11,8.03321735181909,3.868555911704169,12.077079077832217
2023-12-12,7.667276848155375,3.7134737043762613,11.669016727009282
2023-12-13,7.97849666293668,4.133080284277156,12.026230214128825
2023-12-14,8.070600474043632,3.879106975828039,11.757511224821359
2023-12-15,8.482498021221991,4.579471222794414,12.10542289652421
2023-12-16,8.049778654805065,3.9245440381485794,12.005902968671114
2023-12-17,8.761920951243997,4.683974750862963,12.651438731435068
2023-12-18,7.960587755506877,3.808609913924624,11.855953040506803
2023-12-19,7.7073130084978505,3.9499674057011194,11.773644579312295
2023-12-20,8.149210046141441,4.312762054963977,12.320636192923578
2023-12-21,8.387987605050611,4.3251758939595595,12.19046210444516
2023-12-22,8.960096335645401,4.913493505073246,12.88152905600844
2023-12-23,8.698276865298261,4.718257285584827,12.572769935601674
2023-12-24,9.588834149843358,5.7148063381993905,13.601751965645732
2023-12-25,8.970005841349003,4.718771441291551,13.065523835394147
2023-12-26,8.89972917040247,4.933312921845481,12.880766267262654
2023-12-27,9.521433991470227,5.818570550503805,13.313358750836395
2023-12-28,9.933146064435464,6.202864438213214,13.995033526983628
2023-12-29,10.667721145073177,6.575272883887295,14.773617363463122
2023-12-30,10.55447869227142,6.252650094113672,14.672444943574503
2023-12-31,11.576557748356146,7.601831538308171,15.756641703364272
2024-01-01,11.069360649061858,6.868369118460531,15.157264311609975
2024-01-02,11.088387155820985,7.337396960566688,14.901674883355208
2024-01-03,11.77508496913497,7.771818255833311,15.870525583202715
2024-01-04,12.225999266607431,8.177712734682258,16.072074250618826
2024-01-05,12.973040706136064,8.920595913434505,17.40033017499612
2024-01-06,12.845139896137198,8.937016454617016,16.975509957000952
2024-01-07,13.82561042944749,9.87554632270956,17.790617680367372
